animal_id,breed,sex,birth_weight_kg,withers_height_cm,chest_girth_cm,body_length_cm,colostrum_liters_first_week,early_health_score,ration_type,daily_dry_matter_intake_kg,disease_history_first_3m,weight_3m_kg,weight_6m_kg,weight_12m_kg
ANM-00939,Limuzin,Male,43.8,84.9,92.6,84.1,15.5,5,high_energy,5.48,0,150.1,288.8,477.9
ANM-00940,Holstein,Male,43.0,82.5,87.0,76.4,19.5,5,standard,4.47,0,114.7,218.4,325.6
ANM-00941,Simmental,Female,39.8,76.5,83.2,73.8,12.2,3,high_protein,5.06,0,114.3,212.2,331.2
ANM-00942,Limuzin,Male,42.3,84.7,99.1,78.3,18.4,4,standard,4.17,0,139.1,253.1,402.8
ANM-00943,Holstein,Female,38.1,75.1,77.5,63.1,19.3,4,high_energy,7.09,0,105.8,218.2,359.7
ANM-00944,Simmental,Male,40.9,65.5,96.7,62.5,11.0,4,high_protein,3.08,0,115.3,224.2,383.7
ANM-00945,Jersey,Male,31.2,71.7,70.8,64.7,22.4,5,high_energy,5.18,0,71.6,171.6,319.5
ANM-00946,Simmental,Male,34.5,72.5,83.3,67.1,14.2,5,high_protein,5.05,0,117.7,233.8,411.5
ANM-00947,Hereford,Male,35.8,73.9,85.0,76.3,15.2,4,high_energy,6.14,0,120.0,241.3,424.0
ANM-00948,Limuzin,Female,40.2,79.8,82.9,82.2,16.3,4,high_energy,6.25,0,138.4,246.1,410.4
ANM-00949,Limuzin,Female,39.6,79.9,88.5,73.7,22.6,5,high_energy,5.56,1,122.4,207.9,321.7
ANM-00950,Simmental,Female,40.1,77.5,95.6,73.5,24.2,5,high_energy,5.34,0,137.3,239.7,409.5
ANM-00951,Jersey,Male,32.0,61.8,77.3,70.0,20.3,2,standard,4.87,0,65.0,146.2,269.6
ANM-00952,Simmental,Female,36.5,77.6,82.1,75.2,20.1,5,high_energy,4.3,1,94.6,164.5,304.0
ANM-00953,Simmental,Male,33.3,77.4,80.2,75.2,12.3,4,standard,4.07,0,101.1,196.1,342.6
ANM-00954,Holstein,Female,42.5,77.8,98.9,81.1,17.4,4,high_protein,5.34,0,118.4,217.4,349.1
ANM-00955,Limuzin,Male,40.5,78.6,87.5,82.9,15.2,1,standard,5.06,1,104.7,180.2,295.7
ANM-00956,Limuzin,Male,35.0,82.4,91.8,76.4,14.6,3,standard,2.74,1,100.6,166.4,265.7
ANM-00957,Hereford,Male,42.5,81.9,86.3,71.1,22.9,3,high_protein,4.77,0,123.7,220.9,391.7
ANM-00958,Jersey,Male,25.3,68.9,75.0,63.1,9.8,1,standard,3.28,1,65.0,120.0,220.0
ANM-00959,Jersey,Male,29.2,61.7,75.9,66.5,16.2,5,standard,2.92,0,65.0,121.1,220.9
ANM-00960,Jersey,Female,29.4,64.8,70.8,59.9,11.1,4,high_energy,5.44,0,65.0,150.2,258.8
ANM-00961,Jersey,Female,36.0,73.4,92.4,78.3,11.4,3,standard,3.36,0,66.4,120.0,220.0
ANM-00962,Jersey,Female,26.3,66.1,74.1,62.6,9.5,3,standard,3.86,0,65.0,131.3,220.0
ANM-00963,Holstein,Male,44.9,76.9,89.6,75.9,15.7,4,standard,5.72,1,120.2,196.6,309.4
ANM-00964,Holstein,Female,34.8,66.3,73.7,59.7,16.6,3,standard,4.72,0,68.6,122.8,249.5
ANM-00965,Limuzin,Male,40.7,75.9,92.3,84.2,13.8,2,standard,5.82,0,118.9,242.0,418.6
ANM-00966,Jersey,Male,32.7,63.6,71.0,59.5,19.7,4,standard,4.04,0,81.3,159.8,291.2
ANM-00967,Limuzin,Male,35.2,75.9,81.7,72.9,16.9,4,standard,3.31,0,109.8,212.5,362.1
ANM-00968,Holstein,Male,38.3,72.6,92.6,65.3,9.3,5,standard,5.04,1,91.0,161.5,260.9
ANM-00969,Angus,Female,33.8,75.7,78.0,72.5,24.2,4,standard,4.91,0,105.4,208.1,309.4
ANM-00970,Holstein,Male,33.4,70.1,83.3,68.2,11.0,3,high_energy,4.94,0,94.0,183.0,319.7
ANM-00971,Simmental,Male,36.1,76.3,79.8,77.2,24.9,5,high_energy,3.53,0,119.1,223.1,346.4
ANM-00972,Holstein,Female,30.0,81.4,87.6,78.7,14.1,5,standard,4.7,0,86.7,156.8,253.1
ANM-00973,Holstein,Male,33.8,79.0,88.8,83.9,9.2,4,standard,3.41,0,92.6,201.3,317.4
ANM-00974,Limuzin,Female,38.3,77.2,84.3,79.4,9.2,4,high_protein,4.18,0,94.9,179.2,307.2
ANM-00975,Simmental,Male,37.7,77.7,97.5,76.9,17.1,5,high_energy,4.85,0,135.5,256.8,430.3
ANM-00976,Angus,Female,30.4,80.4,83.7,65.2,22.7,5,standard,3.31,0,94.4,174.6,270.4
ANM-00977,Jersey,Female,26.5,71.0,73.4,67.9,16.8,4,standard,4.61,0,65.0,136.1,244.3
ANM-00978,Simmental,Female,37.9,79.8,89.1,79.0,16.0,5,standard,3.36,0,111.4,196.4,298.7
ANM-00979,Jersey,Female,29.2,68.5,84.7,77.3,24.5,5,high_protein,4.77,1,73.7,150.8,241.2
ANM-00980,Holstein,Female,31.2,75.8,88.1,74.3,24.6,5,high_protein,3.88,1,87.0,157.9,232.0
ANM-00981,Limuzin,Female,35.8,78.4,83.3,75.5,16.3,4,high_protein,2.83,1,95.9,158.4,260.6
ANM-00982,Hereford,Male,40.4,79.0,87.9,80.2,19.2,5,standard,4.5,0,124.2,228.0,373.2
ANM-00983,Hereford,Male,41.8,76.2,94.4,77.9,17.7,4,standard,3.52,0,121.0,230.7,375.5
ANM-00984,Jersey,Female,38.3,67.1,74.5,66.1,15.9,4,standard,4.18,0,90.3,159.5,242.4
ANM-00985,Holstein,Male,46.2,74.1,95.7,65.7,18.3,4,standard,3.49,1,98.4,146.1,242.1
ANM-00986,Limuzin,Male,33.7,75.7,85.1,81.1,11.2,3,standard,4.97,0,113.9,200.2,352.2
ANM-00987,Simmental,Male,39.8,74.7,91.1,72.5,11.2,4,high_energy,4.74,0,124.9,223.6,356.7
ANM-00988,Holstein,Male,33.4,72.8,87.9,74.4,9.8,3,standard,3.48,1,80.1,132.6,238.3
ANM-00989,Simmental,Male,35.9,73.9,89.6,80.0,24.7,3,high_protein,4.55,0,120.8,213.8,346.0
ANM-00990,Hereford,Female,36.8,80.2,85.6,74.7,9.0,4,standard,4.22,0,98.2,178.5,295.9
ANM-00991,Angus,Female,31.3,65.7,78.1,58.7,21.2,4,standard,3.15,0,93.8,169.3,298.5
ANM-00992,Hereford,Female,37.9,75.3,85.2,75.9,13.3,3,high_protein,4.13,0,102.9,190.5,328.7
ANM-00993,Hereford,Male,38.1,81.7,94.1,75.1,19.8,3,high_energy,4.4,1,114.2,191.9,298.2
ANM-00994,Holstein,Male,35.2,72.3,78.4,70.4,18.8,3,standard,3.28,0,99.0,190.4,308.0
ANM-00995,Limuzin,Female,43.0,87.1,91.5,79.3,20.5,5,high_energy,3.86,0,138.7,242.4,405.0
ANM-00996,Jersey,Male,40.2,67.9,77.3,61.9,16.6,1,standard,4.38,0,66.1,155.7,255.1
ANM-00997,Angus,Female,34.9,75.8,82.3,73.6,13.9,4,standard,3.97,1,80.5,146.6,222.0
ANM-00998,Holstein,Male,36.8,75.4,84.0,72.9,11.7,4,standard,3.74,0,98.4,180.7,299.6
ANM-00999,Limuzin,Female,39.5,69.4,88.0,64.6,25.1,5,standard,4.01,0,114.0,211.9,341.8
ANM-01000,Simmental,Male,41.3,74.9,85.8,72.1,19.9,3,high_energy,3.59,1,107.6,189.7,287.7
ANM-01001,Holstein,Female,40.0,73.0,85.1,67.3,21.9,3,standard,4.03,1,82.2,145.2,231.5
ANM-01002,Jersey,Female,35.5,68.1,69.1,63.5,10.7,4,high_energy,3.8,0,69.6,154.1,257.7
ANM-01003,Holstein,Male,35.7,84.3,80.1,72.2,11.8,5,high_energy,6.03,0,105.7,216.9,386.8
ANM-01004,Holstein,Female,37.3,72.1,79.4,72.2,18.7,4,standard,4.5,0,87.2,166.6,274.1
ANM-01005,Angus,Male,40.0,84.9,98.5,70.9,19.0,3,standard,5.53,0,114.3,212.3,368.7
ANM-01006,Simmental,Female,43.2,75.1,86.0,70.2,20.3,4,standard,2.25,0,112.0,175.2,273.1
ANM-01007,Limuzin,Female,30.9,70.8,76.8,71.4,12.6,4,high_energy,4.8,0,95.2,168.3,327.7
ANM-01008,Simmental,Male,36.2,81.2,81.9,74.1,10.3,3,high_energy,4.2,0,111.1,205.8,374.5
ANM-01009,Hereford,Male,36.3,71.9,73.9,68.4,19.6,5,high_energy,3.75,0,112.5,216.5,358.2
ANM-01010,Jersey,Female,27.0,61.3,71.7,59.1,10.3,5,standard,4.45,0,65.0,147.9,269.5
ANM-01011,Angus,Male,36.9,74.3,89.0,71.5,17.0,4,standard,4.01,0,113.0,212.5,352.6
ANM-01012,Angus,Female,38.0,73.0,85.5,76.1,13.8,5,high_energy,4.11,1,103.7,175.1,285.0
ANM-01013,Jersey,Female,27.5,68.4,78.5,70.0,9.4,5,standard,3.96,1,65.0,120.0,220.0
ANM-01014,Limuzin,Female,38.5,81.0,80.6,71.6,13.3,4,high_energy,6.71,1,104.4,192.3,310.4
ANM-01015,Simmental,Male,38.8,83.8,93.2,87.9,24.6,3,standard,4.17,0,127.2,211.8,329.0
ANM-01016,Holstein,Female,38.5,75.2,80.8,66.4,17.4,3,standard,2.62,1,79.3,120.0,220.0
ANM-01017,Angus,Female,31.7,77.2,74.9,74.9,19.9,2,high_energy,3.77,0,91.8,158.3,269.3
ANM-01018,Limuzin,Male,32.5,77.6,87.5,82.2,12.1,4,standard,4.34,0,98.0,204.0,373.3
ANM-01019,Holstein,Male,34.3,76.5,84.7,71.5,25.4,5,high_energy,5.21,0,108.9,235.5,389.3
ANM-01020,Jersey,Male,28.0,65.4,78.9,69.0,23.6,3,standard,5.13,0,65.0,155.4,279.1
ANM-01021,Limuzin,Male,37.9,72.6,90.2,75.4,16.0,5,high_protein,6.02,1,122.7,218.5,365.6
ANM-01022,Hereford,Female,29.2,68.4,71.5,71.4,22.5,5,high_protein,4.2,1,86.7,140.7,254.2
ANM-01023,Limuzin,Male,35.6,79.0,92.4,77.7,13.3,3,high_protein,4.74,0,116.4,217.3,356.0
ANM-01024,Jersey,Female,29.1,62.1,71.6,64.4,9.2,1,high_energy,3.2,1,65.0,120.0,220.0
ANM-01025,Angus,Male,35.4,77.8,87.9,81.2,20.8,5,high_energy,5.65,0,135.2,260.6,459.2
ANM-01026,Simmental,Male,39.1,80.7,94.6,81.3,20.4,4,high_energy,6.5,1,138.8,249.7,410.1
ANM-01027,Limuzin,Male,33.8,74.6,78.5,70.0,25.4,4,standard,5.28,1,98.9,191.1,323.5
ANM-01028,Simmental,Female,32.8,82.5,96.1,88.7,15.4,4,standard,4.35,0,109.3,212.5,346.7
ANM-01029,Hereford,Female,38.2,81.0,84.0,75.2,23.4,4,high_energy,5.19,0,125.9,223.2,387.9
ANM-01030,Simmental,Male,39.9,82.1,93.3,74.7,24.2,3,standard,4.62,0,127.8,253.0,394.2
ANM-01031,Angus,Female,38.1,68.2,87.3,70.2,15.2,5,standard,4.64,0,107.1,172.8,282.3
ANM-01032,Hereford,Male,44.0,69.4,76.9,72.5,15.6,4,high_protein,4.38,0,125.4,220.1,341.6
ANM-01033,Jersey,Male,27.2,69.3,80.3,74.5,22.9,5,standard,5.04,0,65.0,152.5,262.7
ANM-01034,Limuzin,Male,43.7,80.2,82.6,75.9,17.7,3,high_energy,5.37,0,134.3,253.1,427.4
ANM-01035,Simmental,Female,38.5,80.7,84.0,70.5,12.5,2,high_energy,4.71,0,92.3,179.0,301.0
ANM-01036,Angus,Female,37.7,73.3,74.1,71.5,11.2,4,standard,3.63,1,88.9,141.0,220.0
ANM-01037,Simmental,Female,46.3,79.1,87.9,73.6,16.1,4,high_protein,3.6,0,119.4,228.6,356.9
ANM-01038,Simmental,Male,35.4,79.1,81.2,76.3,15.1,3,standard,4.11,0,109.4,194.7,348.3
ANM-01039,Jersey,Male,30.2,66.4,74.5,73.5,25.6,3,high_protein,4.33,1,65.0,120.9,220.0
ANM-01040,Holstein,Female,35.1,77.5,83.1,62.6,10.2,3,high_energy,4.63,0,88.4,192.9,307.6
ANM-01041,Holstein,Male,34.7,76.4,85.2,74.4,24.0,5,standard,5.2,0,105.2,211.0,373.9
ANM-01042,Angus,Female,31.1,70.1,75.4,64.9,12.0,5,standard,4.09,1,76.4,146.5,220.0
ANM-01043,Angus,Female,35.6,79.6,82.2,67.5,24.8,3,standard,5.03,1,101.1,169.0,284.6
ANM-01044,Angus,Male,26.5,72.4,81.2,69.0,22.7,5,standard,3.71,0,92.4,166.3,289.0
ANM-01045,Holstein,Female,34.7,80.2,78.5,64.4,16.9,2,standard,4.39,0,80.7,153.6,258.3
ANM-01046,Simmental,Female,35.0,78.9,80.4,72.9,23.9,4,high_protein,5.12,0,109.4,188.7,347.6
ANM-01047,Holstein,Male,39.6,76.9,88.0,69.6,13.5,5,standard,4.52,1,104.2,181.8,270.6
ANM-01048,Hereford,Female,32.3,71.0,80.2,69.6,18.1,4,high_protein,4.26,1,88.0,161.5,242.4
ANM-01049,Limuzin,Female,39.1,77.0,94.5,77.3,10.4,5,standard,4.41,0,113.3,211.2,331.1
ANM-01050,Simmental,Male,43.1,81.6,93.8,71.5,20.4,2,high_protein,2.78,0,118.3,205.0,333.8
ANM-01051,Angus,Female,29.9,83.3,82.5,67.9,25.6,3,standard,4.32,0,90.8,176.1,327.6
ANM-01052,Holstein,Male,33.1,87.7,92.4,80.1,10.8,5,standard,5.56,0,114.8,207.0,341.2
ANM-01053,Simmental,Female,34.9,65.7,71.8,71.6,16.5,4,high_energy,5.81,1,97.7,189.8,293.8
ANM-01054,Holstein,Female,33.5,76.7,81.0,71.7,22.0,4,standard,4.09,0,83.3,165.2,257.7
ANM-01055,Simmental,Female,35.2,84.4,92.8,78.0,18.0,3,high_protein,4.83,0,114.0,197.9,334.2
ANM-01056,Angus,Male,36.8,73.7,89.1,80.0,25.7,1,standard,4.9,0,112.7,208.5,352.3
ANM-01057,Limuzin,Female,40.9,84.0,95.3,91.7,14.4,1,high_energy,3.51,0,120.1,215.9,333.2
ANM-01058,Holstein,Male,42.7,72.9,85.6,64.7,16.7,4,high_energy,4.49,0,108.2,211.0,365.5
ANM-01059,Angus,Male,33.3,73.6,85.5,67.6,18.0,5,high_energy,4.04,0,108.4,202.7,385.4
ANM-01060,Hereford,Male,35.3,80.3,97.4,73.0,18.2,2,standard,4.36,1,93.1,162.9,265.2
ANM-01061,Limuzin,Female,42.9,73.6,95.5,73.2,21.8,4,standard,4.97,1,119.0,196.4,303.3
ANM-01062,Angus,Male,34.8,75.9,81.2,76.8,15.7,4,standard,2.88,0,105.0,180.1,328.8
ANM-01063,Simmental,Male,35.9,72.1,91.6,68.9,18.2,4,standard,4.31,1,100.4,164.3,261.1
ANM-01064,Angus,Female,38.9,78.1,87.6,71.5,12.5,5,standard,5.14,0,105.1,198.8,314.0
ANM-01065,Simmental,Male,40.2,69.5,75.5,65.4,16.8,4,high_protein,5.06,0,125.8,241.1,394.9
ANM-01066,Limuzin,Male,39.3,74.8,76.1,65.3,17.3,4,high_energy,5.43,0,118.7,252.8,418.8
ANM-01067,Simmental,Male,44.1,90.3,100.2,83.7,19.9,5,high_energy,4.75,1,131.2,231.6,346.4
ANM-01068,Angus,Male,33.5,71.0,81.2,63.8,24.3,2,standard,3.84,0,84.1,153.0,274.4
ANM-01069,Holstein,Female,38.6,80.9,93.5,80.4,11.8,2,standard,4.15,1,82.1,155.4,235.0
ANM-01070,Simmental,Male,35.0,76.1,82.6,76.7,8.7,1,high_energy,5.12,1,83.1,172.9,295.6
ANM-01071,Limuzin,Male,35.3,72.2,79.2,67.4,10.3,2,standard,5.21,1,94.3,148.7,262.0
ANM-01072,Angus,Female,39.6,74.7,84.8,71.4,18.5,5,standard,3.91,0,106.5,177.7,294.7
ANM-01073,Jersey,Female,31.3,64.9,77.0,59.8,24.6,4,standard,3.01,0,65.0,121.8,220.0
ANM-01074,Limuzin,Female,36.6,84.0,80.3,68.6,12.0,5,high_energy,6.28,0,118.3,235.9,403.3
ANM-01075,Limuzin,Female,38.1,81.2,90.6,78.6,19.9,3,high_protein,4.99,1,106.7,157.1,270.1
ANM-01076,Simmental,Female,31.5,75.5,77.8,66.5,13.4,3,standard,4.99,0,91.1,172.6,267.6
ANM-01077,Angus,Male,33.8,70.9,90.6,63.2,20.8,5,standard,5.24,0,102.5,209.0,377.4
ANM-01078,Jersey,Female,28.8,60.6,75.6,61.5,17.3,2,standard,3.65,0,65.0,120.0,220.0
ANM-01079,Angus,Female,38.0,75.6,86.4,72.5,10.9,4,standard,5.09,1,88.7,161.8,238.2
ANM-01080,Simmental,Male,35.3,74.0,80.3,64.3,15.5,5,high_energy,4.85,0,114.4,232.4,401.8
ANM-01081,Simmental,Male,46.5,78.0,88.8,71.3,20.0,4,standard,3.29,0,137.2,221.2,362.9
ANM-01082,Limuzin,Male,41.0,75.6,78.9,74.4,12.0,4,high_energy,6.62,0,116.1,223.8,416.3
ANM-01083,Limuzin,Female,32.5,84.0,99.8,80.1,26.0,5,standard,4.41,0,120.5,200.3,333.0
ANM-01084,Limuzin,Female,34.7,73.8,75.8,76.3,17.1,3,standard,4.21,0,103.6,157.8,262.4
ANM-01085,Limuzin,Female,32.9,72.2,74.0,75.4,16.8,4,high_protein,3.86,0,97.0,178.9,303.4
ANM-01086,Hereford,Male,37.6,74.2,88.4,69.5,23.7,4,standard,4.62,0,114.9,213.0,350.0
ANM-01087,Hereford,Male,43.7,79.3,92.1,76.4,15.6,3,high_energy,5.73,0,140.5,243.9,421.0
ANM-01088,Hereford,Male,38.1,80.0,83.2,70.4,9.7,3,standard,3.53,1,101.6,178.7,279.6
ANM-01089,Jersey,Male,27.7,63.6,77.7,70.0,16.2,4,high_protein,4.24,0,71.7,159.0,279.2
ANM-01090,Jersey,Female,27.3,62.2,69.8,61.9,13.5,5,standard,4.23,1,65.0,120.3,220.0
ANM-01091,Simmental,Female,34.5,79.5,86.5,75.2,23.6,4,standard,5.8,0,109.7,198.2,303.3
ANM-01092,Angus,Female,42.7,75.3,87.6,77.9,25.2,5,high_energy,5.47,0,120.7,231.5,397.0
ANM-01093,Simmental,Female,33.5,74.2,79.9,65.8,25.4,5,standard,4.78,0,108.2,208.9,339.7
ANM-01094,Simmental,Female,37.7,76.0,80.0,78.0,20.4,4,standard,3.92,0,117.1,195.6,277.2
ANM-01095,Angus,Male,33.4,71.3,83.3,72.8,25.0,3,high_protein,4.93,1,83.9,169.8,300.6
ANM-01096,Simmental,Male,36.6,82.1,84.5,69.0,19.7,2,high_energy,6.25,1,98.7,197.3,338.7
ANM-01097,Holstein,Male,42.3,80.6,96.1,78.6,14.7,5,high_energy,4.98,0,122.0,235.3,385.7
ANM-01098,Hereford,Male,35.5,66.3,80.2,60.2,19.1,2,high_energy,2.27,1,83.0,163.6,248.2
ANM-01099,Limuzin,Male,35.3,77.6,82.2,76.9,9.6,1,high_protein,3.98,0,92.1,173.5,297.5
ANM-01100,Holstein,Male,39.2,81.8,85.6,72.1,23.9,4,high_protein,4.98,1,100.7,178.1,285.0
ANM-01101,Holstein,Female,36.8,80.2,80.9,69.2,9.1,1,high_energy,5.38,0,79.1,157.0,273.4
ANM-01102,Simmental,Male,44.4,75.5,93.7,76.1,13.8,3,standard,4.68,0,115.0,217.4,384.8
ANM-01103,Hereford,Female,42.0,68.7,78.6,63.6,15.8,1,standard,4.17,0,91.4,161.3,271.6
ANM-01104,Hereford,Female,30.4,71.8,86.8,74.5,21.5,4,high_energy,5.48,0,97.5,188.5,363.8
ANM-01105,Holstein,Female,35.6,75.7,75.7,67.2,17.9,5,high_protein,5.03,0,98.8,206.6,343.1
ANM-01106,Hereford,Female,34.1,66.9,86.4,73.9,18.8,5,standard,1.87,0,90.8,175.6,278.0
ANM-01107,Holstein,Male,41.0,80.7,88.8,70.1,9.1,3,standard,4.75,0,103.7,191.6,312.5
ANM-01108,Simmental,Female,36.5,82.8,92.6,72.9,12.4,2,standard,5.67,1,90.1,142.3,233.2
ANM-01109,Limuzin,Male,32.3,83.6,85.4,84.4,25.7,2,high_energy,5.11,0,111.4,234.9,397.4
ANM-01110,Holstein,Female,33.6,70.7,84.0,80.8,25.9,2,high_protein,4.27,0,96.2,181.0,307.3
ANM-01111,Holstein,Male,37.5,77.2,78.8,68.3,11.9,5,standard,3.45,0,100.8,191.1,315.6
ANM-01112,Jersey,Male,39.0,64.0,73.2,58.4,14.0,3,high_energy,4.53,0,78.0,170.7,314.7
ANM-01113,Angus,Female,31.3,74.3,79.7,68.2,14.4,3,high_energy,6.16,0,94.7,186.3,339.1
ANM-01114,Limuzin,Female,39.6,79.0,87.9,75.5,17.8,5,high_protein,4.71,0,118.3,209.8,343.1
ANM-01115,Limuzin,Male,41.0,73.6,78.8,58.5,22.7,4,standard,4.67,0,124.2,229.9,370.7
ANM-01116,Holstein,Female,34.4,67.0,93.6,71.6,15.5,4,high_protein,5.66,1,89.8,159.0,254.6
ANM-01117,Holstein,Male,37.2,85.4,86.9,80.8,20.6,3,high_energy,5.12,0,101.2,208.4,381.8
ANM-01118,Hereford,Female,25.6,69.1,82.5,74.6,10.5,1,high_energy,4.64,1,65.0,127.9,220.0
ANM-01119,Simmental,Male,34.2,80.2,88.3,80.5,17.4,4,standard,4.42,0,110.6,194.4,337.3
ANM-01120,Limuzin,Male,34.3,77.6,84.1,85.0,17.3,4,high_energy,5.55,0,116.7,245.8,417.4
ANM-01121,Angus,Male,34.7,73.2,82.9,68.6,15.9,5,high_energy,5.2,0,116.1,233.0,417.3
ANM-01122,Holstein,Male,39.9,78.7,89.6,74.3,18.0,3,standard,2.45,0,101.5,181.8,264.0
ANM-01123,Hereford,Male,41.0,72.4,90.3,61.0,21.9,5,standard,2.61,0,118.8,210.6,340.4
ANM-01124,Holstein,Male,32.5,81.4,83.6,75.4,15.4,5,high_energy,5.38,0,111.9,203.6,348.1
ANM-01125,Jersey,Male,29.3,63.2,74.4,64.7,21.8,3,high_energy,4.21,0,65.0,147.4,285.0
ANM-01126,Angus,Male,39.1,76.3,80.8,63.9,21.5,3,standard,4.74,0,112.4,191.4,326.9
ANM-01127,Jersey,Male,37.6,65.6,81.2,65.4,12.7,2,standard,3.76,1,65.0,120.1,220.0
ANM-01128,Angus,Male,32.1,76.8,78.6,77.4,21.7,5,standard,4.09,0,110.2,206.6,348.3
ANM-01129,Angus,Female,32.0,69.4,72.7,71.6,15.9,4,high_protein,4.49,1,84.4,153.2,253.2
ANM-01130,Limuzin,Female,36.1,79.1,74.7,67.0,12.6,4,high_protein,5.01,0,99.5,203.8,336.7
ANM-01131,Limuzin,Male,39.0,76.3,87.1,78.3,8.2,3,standard,5.31,0,111.3,195.3,339.4
ANM-01132,Jersey,Female,34.7,72.9,79.4,68.3,19.7,5,standard,3.65,0,73.7,134.5,230.2
ANM-01133,Holstein,Male,42.9,84.7,87.0,82.6,24.6,4,standard,3.83,0,121.4,215.9,365.7
ANM-01134,Hereford,Male,40.4,66.9,87.7,69.8,14.8,1,standard,3.82,0,100.7,185.6,304.3
ANM-01135,Limuzin,Female,39.7,79.2,94.8,79.7,20.0,5,high_protein,4.71,0,126.7,210.8,364.8
ANM-01136,Simmental,Female,45.6,85.8,98.6,84.0,15.3,2,high_energy,5.1,1,122.5,212.7,330.1
ANM-01137,Jersey,Female,28.1,63.0,77.4,65.7,16.0,5,standard,4.74,0,65.4,154.6,278.7
ANM-01138,Jersey,Male,35.5,60.7,70.5,62.0,25.2,3,standard,4.22,1,65.0,128.7,220.0
ANM-01139,Holstein,Female,35.4,72.3,93.0,61.3,14.1,5,standard,3.07,0,85.5,141.4,227.8
ANM-01140,Angus,Male,31.5,67.5,82.0,75.1,15.7,5,high_protein,3.41,0,97.5,191.9,312.9
ANM-01141,Simmental,Male,33.0,83.1,90.3,79.4,11.0,3,high_energy,5.07,1,90.5,179.0,309.9
ANM-01142,Hereford,Male,31.9,76.1,79.5,73.3,18.4,4,high_energy,5.35,0,111.8,218.9,373.7
ANM-01143,Hereford,Female,36.3,76.4,89.9,71.4,9.8,1,standard,5.32,0,91.8,184.9,323.9
ANM-01144,Hereford,Male,35.9,77.7,73.7,69.4,26.0,5,high_protein,4.66,0,127.9,233.0,377.3
ANM-01145,Simmental,Female,31.0,72.3,83.5,72.9,14.0,2,standard,5.31,0,77.2,177.6,285.5
ANM-01146,Simmental,Female,33.3,82.1,87.1,86.5,18.9,5,high_protein,4.44,0,118.8,220.2,364.6
ANM-01147,Hereford,Female,29.5,79.5,79.9,82.4,20.9,5,high_protein,4.51,0,105.7,199.8,349.4
ANM-01148,Hereford,Female,30.1,69.4,80.3,62.1,23.3,1,standard,3.92,0,65.0,140.6,248.9
ANM-01149,Jersey,Female,27.4,77.4,75.1,68.1,8.1,2,high_protein,4.46,0,65.0,152.4,274.1
ANM-01150,Limuzin,Male,42.6,86.2,94.6,83.9,14.2,4,standard,4.12,0,131.5,237.5,379.9
ANM-01151,Holstein,Male,32.9,68.7,84.6,82.9,20.4,5,high_energy,7.12,0,123.3,244.6,428.5
ANM-01152,Limuzin,Female,42.8,78.9,92.5,81.4,21.5,2,standard,5.4,0,116.1,197.0,353.4
ANM-01153,Holstein,Male,36.7,77.3,92.0,66.7,22.0,4,standard,4.31,0,110.0,190.1,347.7
ANM-01154,Holstein,Male,41.4,64.9,80.7,65.6,21.1,5,standard,3.94,0,110.3,176.5,316.1
ANM-01155,Jersey,Male,27.6,61.3,74.0,62.9,16.3,3,standard,4.14,0,65.0,143.7,273.0
ANM-01156,Holstein,Male,35.7,62.5,72.3,61.9,16.7,5,standard,5.01,0,94.6,185.0,335.9
ANM-01157,Holstein,Male,31.8,72.7,69.0,65.9,14.8,4,standard,3.88,0,96.7,179.6,287.2
ANM-01158,Holstein,Male,33.6,69.6,81.1,79.9,10.1,3,high_energy,6.94,0,97.9,221.5,395.8
ANM-01159,Jersey,Female,34.7,67.5,75.4,66.4,21.5,5,standard,3.76,0,80.3,149.8,269.0
ANM-01160,Hereford,Male,40.1,84.4,92.6,81.0,14.3,5,standard,5.4,0,137.2,262.4,431.7
ANM-01161,Holstein,Female,31.1,69.2,85.1,69.2,22.9,2,high_protein,3.51,0,72.6,138.1,239.8
ANM-01162,Angus,Female,36.2,74.1,77.8,64.0,14.1,4,high_protein,3.55,0,91.1,162.3,299.9
ANM-01163,Hereford,Male,35.1,76.1,95.8,77.3,20.6,2,standard,6.0,0,102.9,188.0,339.1
ANM-01164,Holstein,Female,35.9,75.8,87.1,76.1,25.5,5,standard,5.01,0,114.8,209.9,346.2
ANM-01165,Holstein,Female,35.2,72.7,86.2,74.5,10.4,5,high_energy,4.7,1,88.7,173.5,287.3
ANM-01166,Limuzin,Female,38.4,81.8,79.9,78.2,19.9,4,high_energy,5.82,0,113.6,211.7,373.8
ANM-01167,Hereford,Male,39.5,74.3,77.5,60.9,14.6,4,standard,4.8,0,120.2,207.6,360.1
ANM-01168,Jersey,Male,25.8,64.8,74.1,72.4,20.9,5,high_energy,6.64,0,66.4,187.1,368.4
ANM-01169,Hereford,Male,39.4,81.4,86.1,76.1,11.6,4,standard,3.8,0,107.7,183.0,334.5
ANM-01170,Holstein,Female,36.2,70.7,82.7,72.3,23.2,3,standard,4.26,0,92.8,179.1,281.5
ANM-01171,Simmental,Female,41.2,72.2,97.7,75.5,14.1,5,high_energy,4.89,0,144.7,244.0,402.4
ANM-01172,Hereford,Female,32.8,71.2,82.2,71.5,12.6,2,high_energy,5.47,0,94.5,191.5,350.9
ANM-01173,Simmental,Female,39.5,81.9,89.4,80.3,13.5,4,high_protein,3.91,1,100.1,178.4,273.8
